"S.","Title","Location","Date","Area","Incident.Area","Open.Close.Location","Target","Cause","Summary","Shooter.status","No..of.shooter.suspect","Fatalities","Injured","Total.victims","Policeman.Killed","Age","Employeed..Y.N.","Employed.at","Mental.Health.Issues","Race","Gender","Latitude","Longitude","Month","Year","Day","MJ.Summary","Prior.MH","MH.Details","Legal.Weapons","Obtained.Where","Weapon.Type","Weapon.Details","Main.Source","MH.Source","Extra.Source","Shooting.Type","State"
216,"Tyler Courthouse","Tyler, Texas","02/24/05","County Courthouse","Smith County Courthouse","Open","Ex-Wife","Anger","On February 24, 2005, a 43-year old man opened fire on his ex-wife and son in front of the Smith County Courthouse inTyler, Texas. After wounding three law enforcement officers and killing another civilian, the gunman was killed in a gun battle with officers. The shooter was being sued for unpaid child support. ","killed","one",2,4,6,0,"43",-999,"-999","-999","Other","Male",32.3154272,-95.30501087,2,2005,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texas"
217,"Essex Elementary School","Essex Junction, Vermont","08/24/06","Public area","Home+School","Close","Ex-GirlFriend","Psycho","On August 24, 2006, a 26-year old killed two people and wounded two others in a shooting rampage that began at his ex-girlfriend's home  in Essex Junction, Vermont and continued at the elementary school where she worked. Afterward, the shooter went to his friend's house to get more ammunition for the gun he had borrowed from him and shot his friend. He then try to commit suicide by shooting himself twice in the head, but he survived.","fail to commit suicide and arrested","one",2,2,4,0,"26",-999,"-999","Yes","Black, Black American or African American","Male",44.49022039,-73.11400628,8,2006,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont"
218,"University of Central Arkansas","Conway, Arkansas","10/26/08","School","Dormitory","Close","Students","Terrorism","On October 26, 2008, four men between the ages of 19 and 20 arrived at a dormitory at the University of Central Arkansas in Conway, Arkansas and began shooting. The shooters killed two students and wounded a visitor before being arrested.","arrested","group",2,1,3,0,"19",-999,"-999","No","Black, Black American or African American","Male",35.08130744,-92.43278275,10,2008,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas"
219,"Clackamas Town Center","Happy Valley, Oregon","12/11/12","Shop/store","Shopping Mall","Close","random","Terrorism","On December 11, 2012, an unemployed 22-year old run into Clackamas Town Center, a shopping center outside the City of Portland, Oregon. The gunman opened fire on shoppers and employees killing two people and seriously wounding a third person before committing suicide.","committed suicide","one",2,1,3,0,"22",0,"-999","No","Other","Male",45.44853107,-122.5440133,12,2012,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon"
220,"Phoenix Law Firm","Phoenix, Arizona","01/30/13","Public area","Entrance of building","Open","random","Psycho","On January 30, 2013, a 70-year old man attended a mediation session at a law firm in Phoenix, Arizona. At the end of the session he shot three people at the entrance of the building, killing the two man involved in the session with him and wounding a third person. The shooter fled the scene, firing at a man who followed him. He later died from a self-inflicted gunshot wound.","committed suicide","one",2,1,3,0,"70",-999,"-999","-999","White, White American or European American","Male",33.57145875,-112.0904854,1,2013,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona"
221,"Clarkesville","Clarkesville, Georgia","02/22/15","Home","Home","Close","Ex-Wife","Unknown","On February 22, 2015, A former police officer fatally shot his ex-wife and her friend, then wounded a local sheriff and a deputy at his ex-wife's home on Sunday before he was killed by the return fire from law enforcement.","killed","one",2,2,4,0,"-999",-999,"-999","No","White, White American or European American","Male",34.61025711,-83.52918091,2,2015,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia"
222,"Brookhaven","Brookhaven, Mississippi","03/13/15","Home","Home","Close","House Owner","Anger","On early Friday morning of March 13, the man accused of shooting  the owners of a house, killing the two and critically injuring the other three. The man rented a room in the house. The man and the house owner had argued about something, and the man pulled out a gun and started shooting. He was found dead on Saturday, May 31, 2015 in his cell.","committed suicide","one",2,3,5,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",31.58036482,-90.44323475,3,2015,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi"
223,"Cottonwood","Cottonwood, Alabama","03/15/15","Home","Home","Close","Family","Unknown","On Sunday night of March 15, the man broke into a house and killed two people including his wife and shot another person before turning the gun on himself.","committed suicide","one",2,1,3,0,"-999",-999,"-999","No","White, White American or European American","Male",31.0549687,-85.30100084,3,2015,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
224,"Killeen","Killeen, Texas","04/21/15","Neighborhood","Village West Apartments","Close","random","Unknown","On April 21, 2015, the man fatally shot two women and wounded three others at the Village West Apartments. ","-999","one",2,3,5,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",31.07925506,-97.73392317,4,2015,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texas"
225,"Milwaukee","Milwaukee, Wisconsin","05/01/15","Public area","street","Open","random","Domestic","dylann Storm Roof, 21, shot and killed 9 people after opening fire at the Emanuel AME Church in Charleston, South Carolina. According to a roommate, he had allegedly been â€œplanning something like that for six months.""","-999","one",2,3,5,0,"21",-999,"-999","No","-999","Male",43.06420322,-87.96724385,5,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wisconsin"
226,"Cleveland","Cleveland, Ohio","05/31/15","Home","Home","Close","Ex-girlfriend","Psycho","On May 31, 2015, the shooter entered his ex-girlfriend's home and found his ex-girlfriend and her grandfather upstairs, shooting and killing both. He then took his own life.","committed suicide","one",2,1,3,0,"-999",-999,"-999","-999","-999","Male",41.47657557,-81.68051502,5,2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio"
227,"Conyers","Conyers, Georgia","05/31/15","Shop/store","liquor store","Close","random","Psycho","On May 31, 2015, the shooter entered the business just before 5 pm and open fire. He appeared to randomly shoot at anyone in his path but turns and leaves the building when an armed citizen off-camera returns fire. After the shooter left the liquor store, he  returned to his parents' home and shot and wounded them both. ","-999","one",2,2,4,0,"-999",-999,"-999","-999","White, White American or European American","Male",33.66086267,-84.02688527,5,2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia"
228,"River Forest","River Forest, Illinois","07/12/15","Public area","river forest","Open","Family","Domestic","Two people including the shooter are dead and three others were wounded following what began as a domestic violence incident in River Forest on Sunday morning. Two police officers were among those wounded by gunfire in the incident.","-999","one",2,2,4,0,"-999",-999,"-999","-999","-999","Male",41.89499946,-87.81941392,7,2015,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois"
229,"Grand 16 Theatre, Louisiana","Lafayette, Louisiana","07/23/15","Movie Theatre","Movie Theatre","Close","random","Unknown","On July 23, 2015, a shooting occurred at The Grand 16 Theater movie theater in Lafayette, Louisiana. The shooter opened fire during a showing of the film Trainwreck, killing two people and injuring nine others before he committed suicide.","committed suicide","one",2,9,11,0,"-999",-999,"-999","Yes","White, White American or European American","Male",30.21233538,-92.0316453,7,2015,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana"
230,"Virginia WDBJ live TV interview shooting","Roanoke, Virginia","08/26/15","Shop/store","Outdoor Shopping Mall","Open","Coworkers","Psycho","Wednesday morning on August 26, 2015, a former employee of a Virginia TV news station waited until two of his former colleagues were live on air presenting a local tourism story at an outdoor shopping mall, then filmed himself raising a gun and shooting them both dead. A third victim survived the attack. He uploaded the videos to Twitter before committing suicide.","committed suicide","one",2,1,3,0,"-999",1,"Virginia TV","-999","Black, Black American or African American","Male",37.27823366,-79.95816104,8,2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia"
231,"Inglis, Florida","Inglis, Florida","10/01/15","Home","-999","Open","Ex-Wife","Anger","A man 57-year-old man shot and killed his wife, injured her boyfriend, and killed a Good Samaritan 68-year-old man as he rushed to protect children who were playing near the town hall before taking his life. The shooter's couple had been married for 35 years when they separated, and the shooter's wife had left her husband for her new boyfriend.","committed suicide","one",2,1,3,0,"57",-999,"-999","-999","White, White American or European American","Male",29.03270634,-82.65919302,10,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida"
232,"Colerain Township, Ohio","Colerain Township, Ohio","10/21/15","Public area","Colerain Township","-999","Family","Unknown","A man killed his two teenage sisters and injured another teen in Colerain Township, Ohio, in the early hours of Tuesday, Oct. 21, 2015.","-999","one",2,1,3,0,"-999",-999,"-999","-999","White, White American or European American","Male",39.253268,-84.599655,10,2015,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio"
233,"Omaha, Nebraska","Omaha, Nebraska","12/06/15","Home","-999","-999","random","Unknown","A woman and her two year old daughter were shot and killed Sunday. Three other women are still fighting for their lives following the shooting.  The suspect turned himself into police on Tuesday morning.","arrested","one",2,3,5,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",41.3138,-96.0814,12,2015,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska"
234,"Los Angeles Drive-by","Los Angeles, California","01/23/16","Public area","outside of liquor store","Open","random","Terrorism","Group of people was standing outside of a Liquor store on Avalon boulevard in South Los Angeles. A car drove by and fired an AK-47, killing 1 and wounding 3.","got away","-999",2,2,4,0,"-999",-999,"-999","-999","-999","-999",34.052234,-118.243685,1,2016,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
235,"Tampa, FL Strip club shooting","Tampa, Florida","02/06/16","Bar, Club","strip club","Close","random","Anger","Fighting broke out in a strip club when an unknown shooter starting firing. One person died on the scene, and one died later. Six were injured.","got away","-999",2,6,8,0,"-999",-999,"-999","-999","-999","-999",27.950575,-82.457178,2,2016,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida"
236,"Orlando, Florida","Orlando, Florida","02/07/16","Bar, Club","nightclub","Close","random","Terrorism","Two people were killed and several others were hurt in a mass shooting inside an Orlando nightclub early Sunday morning.","-999","-999",2,10,12,0,"-999",-999,"-999","-999","Other","Male",28.4541,-81.4646,2,2016,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida"
237,"Vallejo, CA car shooting","Vallejo, California","02/19/16","Public area","-999","Open","random","Unknown","Two suspects shot at a car and killed one person outright, and the second victim died in the hospital. Two others injured. No leads on suspects.","got away","two",2,2,4,0,"-999",-999,"-999","-999","-999","-999",38.104086,-122.256637,2,2016,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
238,"Woodbridge, Virginia","Woodbridge,  Virginia","02/27/16","Home","outside the house","Open","random","Domestic","On Saturday of February 27th, three officers arrived to investigate a domestic dispute call, the shooter fired a rifle from the front door of his home, striking all three. Inside the house, police found his wife dead in a bedroom.","-999","one",2,2,4,3,"-999",-999,"-999","-999","Black, Black American or African American","Male",38.6697,-77.3524,2,2016,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia"
239,"Detroit Drive-by","Detroit, Michigan","03/11/16","Public area","-999","Open","random","Unknown","Four men were sitting on a porch when a black SUV with three passengers drove by and opened fire in broad daylight. Two of the men died and two were injured. The SUV got away and there are no suspects","got away","group",2,2,4,0,"-999",-999,"-999","-999","-999","-999",42.331427,-83.045754,3,2016,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan"
240,"Wetumpka Drive-by","Wetumpka, Alabama","03/19/16","Public area","drive-by in Wetumpka, Alabama","Open","random","Terrorism","Shooter fired 12 rounds from a semi-automatic handgun that left two dead and two critically injured in a Saturday afternoon drive-by in Wetumpka, Alabama.","-999","one",2,2,4,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",32.543745,-86.211913,3,2016,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
241,"Albuquerque, NM Family restaurant shooting","Albuquerque, New Mexico","04/01/16","Restaurant","restaurant","Close","Family","Anger","The shooter killed two of his nephews at the restaurant they owned. He shot and injured his brother. Then killed himself.","committed suicide","one",2,1,3,0,"-999",-999,"-999","-999","Asian or Asian American","Male",35.085334,-106.605553,4,2016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico"
242,"St. Aloysius Church","Spokane, Washington","11/11/71","Church","Church","Close","random","Terrorism","On November 11, 1971, a former MIT student entered St. Aloysius Roman Catholic Church on the Gonzaga University campus. The shooter killed the caretaker and wounded four more people before he was killed by police.","killed","one",1,4,5,0,"-999",-999,"-999","Yes","White, White American or European American","Male",47.67367375,-117.4159843,11,1971,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington"
243,"Clara Barton Elementary School","Chicago, Illinois","01/17/74","School","Clara Barton Elementary School","Close","Teachers","Anger","On January 17, 1974, a 14-year-old student entered Clara Barton Elementary School in Chicago, Illinois and killed the principal and wounded three others before he was seized by a teacher when both his guns jammed. Apparently, the student was angry at the fact that he had been expelled from the school and transferred to a social adjustment center earlier that week.","-999","one",1,3,4,0,"14",-999,"-999","Yes","-999","Male",41.83928045,-87.68818145,1,1974,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois"
244,"Los Angeles Computer Learning Center","Los Angeles, California","02/19/76","School","Los Angeles Computer School","Close","Students","Anger","On February 19, 1976, a 18-year-old student at a Los Angeles computer school opened fire during a test at his fellow students with a shotgun, killing one student and wounding several others. When trying to escape, he was apprehended by a security guard who exchanged fire with the shooter, leaving him critically wounded. The security guard was injured during the exchange.","-999","one",1,7,8,0,"18",-999,"-999","-999","White, White American or European American","Male",34.17622092,-118.5399542,2,1976,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
245,"Valley High School","Las Vegas, Nevada","03/19/82","School","Valley High School","Close","Students+Teachers","Unknown","On March 19, 1982, a 17-year-old student walked into Valley High School in Las Vegas, Nevada. The shooter shot and killed a teacher and injured two students.","-999","one",1,2,3,0,"17",-999,"-999","Yes","White, White American or European American","Male",36.18931923,-115.3264875,3,1982,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada"
246,"Johnston Post Office","Johnston, South Carolina","08/19/83","Former Workplace","Johnston Post Office","Close","postmaster","Anger","On August 19, 1983, a 55-year-old former postal worker went into the Johnston Post Office in South Carolina three months after he had resigned. He killed the local postmaster and wounded three others. It was the last day at work for the postmaster.","-999","one",1,3,4,0,"55",0,"-999","Yes","White, White American or European American","Male",33.83272887,-81.8051584,8,1983,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Carolina"
247,"Goddard Junior High School","Goddard, Kansas","01/21/85","School","Goddard Junior High School","Close","Students+Teachers","Unknown","On January 21, 1985, a 14-year-old student entered Goddard Junior High School in Goddard, Kansas. The student killed the principal and injured two teachers and another student. He was arrested 90 minutes later by a policeman in a field just south of Goddard.","arrested","one",1,3,4,0,"14",-999,"-999","Yes","White, White American or European American","Male",37.67129418,-97.55070476,1,1985,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas"
248,"New York Technical College","Brooklyn, New York","08/12/86","School","New York Technical College in Brooklyn","Close","Teachers","Anger","On August 12, 1986, a 29-year civil technology student  at New York Technical College in Brooklyn went to the school thinking his supervisor was the reason he had not received his financial aid. He killed the supervisor and wounded four other people. He was later arrested by the police.","arrested","one",1,4,5,0,"29",-999,"-999","Yes","Black, Black American or African American","Male",40.679276,-73.939513,8,1986,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York"
249,"Fergus County High School","Lewistown, Montana","12/04/86","School","Fergus County High School","Close","Teachers","Employment/School Related","On December 4, 1986, a 14-year-old student at Fergus County High School in Lewistown, Montana, disgruntled with his grades, fatally shot a teacher and wounded a vice principal and two students as he fled. He was arrested at his home an hour later.","arrested","one",1,3,4,0,"14",-999,"-999","Yes","White, White American or European American","Male",47.03740653,-109.4844918,12,1986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montana"
250,"Pinellas Park High School","Pinellas Park, Florida","02/11/88","School","School","Close","-999","Anger","On February 11, 1988, two students age 15 and 16 were confronted by school personnel regarding firearms they had stolen and carried on campus. The shooting began after the staff attempted to physically restrain the students, and ended with an assistant principal killed and two others injured.","-999","two",1,2,3,0,"15",-999,"-999","No","White, White American or European American","Male",27.84887061,-82.71058,2,1988,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida"
251,"Hubbard Woods Elementary School","Winnetka, Illinois","05/20/88","Home + School","Home+School","Close","Students","Terrorism","On May 20, 1988, a 30-year-old woman entered the Hubbard Woods Elementary School with the intent to target her former in-laws' children who she believed attended the school. After shooting a boy in a bathroom down the hall, she entered a second-grade classroom and began shooting the students, killing one and injuring five more. She fled the scene and entered a home, where she injured another young man before turning the gun on herself in a bedroom.","committed suicide","one",1,7,8,0,"30",-999,"-999","Yes","White, White American or European American","Female",42.10648807,-87.74211141,5,1988,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois"
252,"Dana Point Post Office","Dana Point, California","05/06/93","Home + Current Workplace","-999","Open+CLose","random","Psycho","On May 6, 1993, after murdering his mother and her dog, a 38-year-old postal employee who had been fired five months prior arrived at the post office in Dana Point, California and shot and killed a former coworker and wounded another. He later shot a man in his garage, a woman motorist, robbed and shot two others at an ATM, totaling five injured victims and one death.","-999","one",1,5,6,0,"38",0,"-999","Yes","White, White American or European American","Male",33.47316083,-117.696399,5,1993,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
253,"Dearborn Post Office","Dearborn, Michigan","05/06/93","Current Workplace","Workplace","Close","Coworkers","Anger","On May 6, 1993, a 45-year-old postal mechanic, upset with supervisors and the management of his post office in Dearborn, Michigan, arrived to work and began shooting. He killed a supervisor and wounded two other postal employees before committing suicide.","committed suicide","one",1,2,3,0,"45",1,"-999","-999","-999","Male",42.31269522,-83.21293244,5,1993,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan"
254,"Chelsea High School","Chelsea, Michigan","12/16/93","School","Chelsea High School","Close","Coworkers","Anger","On December 16, 1993, after a meeting with school officials in regards to a harassment complaint made by a student, a 39-year-old Chemistry teacher at Chelsea High School in Chelsea, Michigan stormed off with his wife and went home. Still enraged by the allegation, he returned to the school, killing the superintendent and wounding the principal and a teacher before being arrested.","arrested","one",1,2,3,0,"39",1,"Chelsea High School","Yes","White, White American or European American","Male",42.31319376,-84.01868108,12,1993,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan"
255,"Wickliffe Middle School","Wickliffe, Ohio","11/07/94","School","Wickliffe Middle School","Close","random","Psycho","On November 7, 1994, a 37-year-old man approached the Wickliffe Middle School in Wickliffe, Ohio and shot, killing a custodian. He then wounded a school administrator, a teacher and a police officer before being detained by the police.","arrested","one",1,3,4,0,"37",-999,"-999","Yes","White, White American or European American","Male",41.60713735,-81.46902046,11,1994,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio"
256,"Milwaukee Post Office","Milwaukee, Wisconsin","12/19/97","Former Workplace","Workplace","Close","Coworkers","Unknown","On December 19, 1997, a 37-year-old postal worker in Milwaukee, Wisconsin began shooting at the post office where he was employed. He shot and killed a coworker and wounded his supervisor and another coworker before committing suicide.","committed suicide","one",1,2,3,0,"37",1,"Milwaukee","No","Black, Black American or African American","Male",43.06420322,-87.96724385,12,1997,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wisconsin"
257,"Parker Middle School Dance","Edinboro, Pennsylvania","04/24/98","School","Banquet Hall","Close","random","Unknown","On April 24, 1998, a 14-year-old student of Park Middle School in Edinboro, Pennsylvania was attending the end-of-the-year dance at an off-campus banquet hall. The student pulled his father's gun from a pocket and began shooting, killing a teacher and wounding another and two students before being arrested.","arrested","one",1,3,4,0,"14",-999,"-999","Yes","White, White American or European American","Male",41.87617136,-80.12459632,4,1998,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pennsylvania"
258,"Case Western Reserve University","Cleveland, Ohio","05/09/03","School","School","Close","Students+Teachers","Terrorism","On May 9, 2003, a graduate of the Case Western Reserve University in Cleveland, Ohio began shooting on the school grounds, killing a student and wounding a professor and another student. He was later arrested after holding a building hostage for seven hours.","arrested","one",1,2,3,0,"-999",-999,"-999","No","Asian or Asian American","Male",41.47657557,-81.68051502,5,2003,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio"
259,"Orange High School","Hillsborough, North Carolina","08/30/06","Home + School","Home+School","Close","random","Psycho","On August 30, 2006, a 18-year old former student at Orange High School in Hillsborough, North Carolina returned to the school to open fire on students and teachers having lunch outside, injuring two students. The student was apprehended outside the school and he confessed that he had previously killed his own father at their family home.","arrested","one",1,2,3,0,"18",-999,"-999","Yes","Other","Male",36.04099857,-79.09701201,8,2006,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Carolina"
260,"Youngstown State University","Youngstown, Ohio","02/06/11","School","fraternity house party","Close","random","Anger","On February 6, 2011, two 19-year old man and a 22-year old man were involved in an argument over a girl in a fraternity house party in Youngstown State University in Ohio. A dispute ensued and one man was thrown out of the party and the other followed. They returned sometime later and began spraying bullets into the crowd, killing one student and injuring eleven others.","-999","two",1,11,12,0,"19",-999,"-999","-999","Black, Black American or African American","Male",41.09933958,-80.64631705,2,2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio"
261,"Southern Union State Community College","Opelika, Alabama","04/06/11","School","Opelika campus of Southern Union State Community College in Alabama","Open","Ex-Wife & Family","Anger","On April 6, 2011, a 34-year old man went to the Opelika campus of Southern Union State Community College in Alabama, where his former wife was a student. He fired into a car and shot and killed his mother-in-law and injured his estranged wife, her grandmother, and her 4-year old daughter. Hours later returned to the crime scene and confessed to a photographer that he was the shooter. He was later arrested by the police.","arrested","one",1,3,4,0,"34",-999,"-999","Yes","White, White American or European American","Male",32.66240106,-85.37706931,4,2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
262,"Sparks Middle School","Sparks, Nevada","10/21/13","School","Sparks Middle School in Nevada","Close","random","Psycho","On October 21, 2013, a 12-year old student at Sparks Middle School in Nevada, shot and injured two students and killed a teacher before killing himself. ","committed suicide","one",1,2,3,0,"12",-999,"-999","-999","Other","Male",39.54058388,-119.748291,10,2013,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada"
263,"Los Angeles International Airport (LAX)","Los Angeles, California","11/01/13","Airport","Los Angeles International Airport","Open","TSA Officer","Anger","On November 1, 2013, an unemployed 23-year old man entered Terminal 3 at Los Angeles International Airport (LAX) in California, and pulled a rifle from his bag, killing one TSA officer and wounding two other officers and a passenger before he was wounded and captured. Witnesses said that the shooter was calmly asking people: ""Hey, are you TSA?"". If they said no, the shooter moved on.","arrested","one",1,3,4,1,"23",0,"-999","No","White, White American or European American","Male",34.17622092,-118.5399542,11,2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
264,"Seattle Pacific University","Seattle, Washington","06/05/14","School","Seattle Pacific University","Close","Students","Terrorism","On June 5, 2014, a 26-year-old man entered a hall on the campus of Seattle Pacific University and began shooting at students. The shooter killed one student and injured two others before a student tackled and stopped the shooter as he was reloading.","-999","one",1,2,3,0,"26",-999,"-999","Yes","Other","Male",47.62199575,-122.323646,6,2014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington"
265,"Bourbon Street New Orleans","New Orleans, Louisiana","06/29/14","Public area","street","Open","random","Anger","On June 29, 2014, two men were having an argument on Bourbon Street, which escalated into a gunfight. Many shots were fired into the surrounding crowd, killing one and injuring nine.","-999","one",1,9,10,0,"-999",-999,"-999","No","Other","Male",30.0687242,-89.93147412,6,2014,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana"
266,"Albuquerque Auto Shop","Albuquerque, New Mexico","08/08/14","Public area","Outside an auto shop","Open","Ex-Girlfriend","Anger","The shooter pulled up to an auto shop and saw his ex-girlfriend talking with her current boyfriend. He crashed his car into the car the couple was standing next to. This knocked the current boyfriend to the ground. The shooter then fired fatal shots at his ex-girlfriend, and shot and injured three other women who had entered the shop.","-999","one",1,3,4,0,"-999",-999,"-999","No","Other","Male",35.15290522,-106.7791378,8,2014,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico"
267,"Birmingham's Washington Park","Birmingham, Alabama","02/27/15","Public area","street","Open","Friends","Psycho","On February 27, 2015, the online Facebook brawl between two groups of friends spilled out into the streets with a planned videotaped fight.  After the melee ensued, two teenage males pulled out guns and started shooting at the girls. The shots killed 14-year-old girl and wounded two others.","-999","two",1,2,3,0,"-999",-999,"-999","No","Black, Black American or African American","Male",33.5282865,-86.79550448,2,2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
268,"Mesa","Mesa, Arizona","03/18/15","Public area","-999","Open","random","Anger","On March 18, 2015, the shootings started with an argument inside a motel room that spilled outside, one man dead and two women wounded. The gunman then shot another man who was working at a nearby restaurant. The gunman got away from the restaurant by carjacking the school instructor's car. The man then went to an apartment complex about 2 miles away, and shot another man. Another man was found in a neighboring apartment building with multiple gunshot wounds.","-999","one",1,5,6,0,"-999",-999,"-999","No","White, White American or European American","Male",33.42268696,-111.8163202,3,2015,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona"
269,"Little Water","Shiprock, New Mexico","03/19/15","Home","-999","-999","Policeman","Psycho","On March 19, 2015, police officer was shot and killed after responding to a domestic violence situation. The shooter was holding his family hostage and allegedly pistol-whipped his wife and mother. The suspect led police on a 40-mile chase from New Mexico to Arizona before he was shot and killed.","killed","one",1,2,3,1,"-999",-999,"-999","-999","-999","Male",36.44329,-108.723281,3,2015,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico"
270,"Rome","Rome, Georgia","04/07/15","Public area","street","Open","random","Unknown","On April 7, 2015, the man entered 20 Copeland St. about 11:10 p.m. Tuesday and demanded cash from one of victim. The man then fired a handgun at the victim, killing him. Police said at least two men intended to rob people at the Copeland Street home.","committed suicide","one",1,3,4,0,"-999",-999,"-999","No","Black, Black American or African American","Male",34.26779152,-85.18822422,4,2015,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia"
271,"Gates Pub","Rochester, New York","04/25/15","Bar, Club","Gates Pub","Close","random","Terrorism","On early Saturday morning of April 25, the man opened fire inside the Gates Pub. Seven people were shot, one of them was killed.","-999","one",1,6,7,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",43.15693027,-77.69300856,4,2015,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York"
272,"Annual motorcycle event in Newark","Newark, New Jersey","05/10/15","Public area","opening of motorcycle season","Open","random","Terrorism","The shooting occurred during an annual event marking the opening of the motorcycle season. More than 2,000 people were in attendance when gunfire erupted at South 16th Street and 19th Avenue just before 8 p.m. Sunday. High school football star Al-Shakeem Woodson was shot and killed and three other people were wounded in the shooting.
The shooting was a result of a long-running feud between two other against the shooter and the 16-year-old.","-999","one",1,3,4,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",40.73169648,-74.18417699,5,2015,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Jersey"
273,"Club Maxey's","Decatur, Illinois","05/25/15","Bar, Club","Club","Close","random","Anger","On May 25, 2015, the shooter was attending a rap concert at a venue called Club Maxey Monday when he and the victim got into an altercation.  The four other people were wounded.","-999","one",1,4,5,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",39.85566372,-88.93346458,5,2015,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois"
